2,32,7,56,2,2,257,2,2,2
0,32,4,43,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0
1,256,7,56,2,2,257,2,2,2
1,256,7,56,2,2,257,2,2,2
1,256,7,56,2,2,257,2,2,2
1,256,7,56,2,2,257,2,2,2
2,32,7,56,2,2,257,2,2,2
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
3,256,7,56,2,2,257,2,2,2
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,0,4,42,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
0,8,3,36,0,0,0,0,0,0
0,64,3,33,0,0,0,0,0,0
0,8,4,45,0,0,0,0,0,0
0,8,4,41,0,0,0,0,0,0
0,32,3,33,0,0,0,0,0,0
0,32,4,41,0,0,0,0,0,0
